,Timestamp,0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,50,51,52,53,54,55,56,57,58,60,61,62,63,64,65,66,67,68,70,71,72,73,74,75,76,77,78,80,81,82,83,84,85,86,87,88,Heart rate
19,2023-11-30 14-33-00,34.2495,16.299,9.52135,16.086,1.4224,1.53055,2.16215,1.91175,1.46565,3107.48875,1275.2889,626.1878,13.32815,1.7898,1.7052,2.356,2.0496,1.49655,2209.05495,3479.57485,3022.43285,35.84295,1.6883,1.63755,15.13595,6.52755,1.56455,460.47975,199.35145,9.9921,3534.02345,16.94305,184.85875,2.15365,62.2745,5.95555,2048.3686,3898.31905,149.992,3577.1966,1661.3851,7.6601,467.8112,3226.8736,31.30875,2.69305,2.2378,4.38645,31.7288,1.77585,282.9079,4.15675,13.51245,675.07525,2.2102,14.82975,5.676,13.1391,2.6326,1.68785,1398.58335,120.7974,2.21495,1.2016,1.87265,4.19895,11.1792,1.91875,1.7238,135.753,178.9426,3.05435,1.2566,2.03095,4.75135,11.5277,1.97475,1.7133,21.65575,1.74545,84.8025,101.7492708
20,2023-11-30 14-34-00,32.28835,16.25635,10.37525,16.94185,1.4898,1.5469,2.1868,1.9892,1.4794,3030.74925,1288.17055,585.0241,14.0247,1.70275,1.7039,2.22885,2.12265,1.53245,2183.4857,3486.5094,3028.60175,36.1796,1.60785,1.68465,15.0923,6.54175,1.5387,464.708,199.4952,9.34295,3539.0766,16.59425,186.46425,2.22985,62.9652,6.1573,2033.81825,3898.91905,150.128,3576.32475,1650.5658,7.91895,466.2578,3218.50425,31.25805,2.67355,1.63165,4.37055,32.79355,1.81565,281.46635,3.9106,13.0374,673.0316,2.26885,14.5356,5.3131,12.54605,2.7847,1.716,1396.974,120.07085,2.12935,1.2365,1.4223,4.38485,10.47485,1.97475,1.73005,135.9154,177.74365,2.9751,1.2434,1.4277,3.95705,10.294,1.92935,1.75285,21.45445,1.6934,84.41285,101.3967297
21,2023-11-30 14-35-00,32.80565,16.0509,10.66665,16.7348,1.49415,1.5449,2.15075,2.0028,1.4366,3037.818,1287.47695,593.7338,13.555,1.7521,1.71025,2.3353,2.0641,1.5266,2204.467,3489.2189,3030.4862,37.05115,1.6305,1.66045,15.3301,6.4802,1.5529,476.53345,206.8484,9.9956,3543.0049,17.17355,188.1916,2.30435,64.316,6.35485,2047.6998,3904.4223,150.7725,3582.4561,1667.97585,7.5822,467.92525,3216.27925,31.09315,2.6707,1.4273,3.5993,32.5806,1.84465,281.2351,4.1376,13.30585,672.52515,2.27035,14.927,5.6826,13.0305,2.70545,1.708,1393.1489,119.9045,2.0083,1.2132,1.17705,4.3447,10.86245,1.8591,1.72145,135.51265,177.90185,2.9309,1.21565,1.21175,3.1763,9.3557,1.8797,1.7122,21.66665,1.72885,84.18935,101
22,2023-11-30 14-36-00,33.26975,16.32475,10.3287,17.05675,1.4801,1.52195,2.288,2.01235,1.4441,3005.28575,1284.40155,643.7977,13.8938,1.74775,1.7309,2.3782,2.13335,1.5656,2190.24825,3480.17485,3022.24545,36.54215,1.6855,1.65365,15.3782,6.43965,1.53905,471.608,204.37495,9.09095,3539.2861,16.61225,187.69085,2.0837,63.03355,5.98575,2041.31825,3906.09105,150.9538,3588.2407,1664.70385,7.5452,466.933,3212.66675,31.05375,2.7207,1.3527,2.8926,31.89555,1.68595,280.8248,4.05915,13.4602,669.83595,2.26145,14.5942,3.8816,10.8188,2.6832,1.7066,1391.5705,119.7233,2.18635,1.28485,1.15465,2.80355,9.61945,1.8524,1.6394,136.29595,178.4499,3.33205,1.24995,1.1051,2.87775,10.01765,1.8922,1.74185,21.335,1.69415,83.2209,100.5312606
23,2023-11-30 14-37-00,32.8331,16.32825,9.37025,16.46855,1.47775,1.52035,2.1055,1.9766,1.45855,3043.24925,1278.18285,534.6662,13.6801,1.78165,1.71685,2.3458,2.14065,1.57875,2206.56715,3486.64065,3015.77635,36.8257,1.67385,1.67315,15.25285,6.6763,1.5126,469.8611,205.32665,8.54635,3544.7019,17.2295,187.7272,2.2141,63.62025,6.14395,2044.3808,3910.9567,151.36485,3590.9032,1657.40065,7.6346,468.11135,3208.12925,30.7313,2.76575,1.4207,3.1141,31.7784,1.84025,280.1867,4.0732,13.1277,669.08135,2.2408,14.7126,4.1576,11.2741,2.7146,1.71915,1389.10155,119.8007,1.9517,1.2516,1.27745,3.27475,9.58515,2.007,1.7458,135.04905,178.26165,2.904,1.25635,1.36365,2.80045,9.26855,1.9644,1.7594,22.16745,1.76565,83.2069,100.0346999
24,2023-11-30 14-38-00,31.3045,16.14355,9.1077,16.15435,1.4989,1.54575,2.2888,1.99425,1.45535,3010.42325,1292.85205,593.4493,13.15165,1.74765,1.71525,2.33765,2.14575,1.5473,2182.367,3493.90655,3033.5706,36.12405,1.7032,1.6911,15.92785,6.38535,1.51575,468.42985,204.0061,8.53845,3559.346,17.068,186.82835,2.36525,63.7422,6.2088,2031.237,3908.5098,150.43745,3580.25285,1653.95045,7.5248,466.47205,3196.3042,30.6162,2.77275,1.65745,2.63535,31.00605,1.77885,279.35545,4.00405,13.19275,666.75465,2.30315,14.48905,3.5669,10.51475,2.6688,1.714,1383.83915,117.7199,1.9427,1.2595,1.20445,2.9802,9.45965,1.8578,1.73915,136.40215,177.34485,2.92275,1.24235,1.225,2.9781,9.6546,1.9297,1.73245,21.9066,1.88535,83.73925,99.57250891
25,2023-11-30 14-39-00,32.063,16.12325,8.88695,15.5747,1.5203,1.5508,2.25005,1.99145,1.4512,2975.6535,1274.43895,549.8512,13.2039,1.71755,1.7168,2.259,2.06925,1.60195,2167.57225,3486.77205,3020.3515,36.17965,1.67305,1.6763,15.15165,6.35055,1.5223,462.14865,200.828,8.3838,3545.42075,16.6879,186.4146,2.18755,63.4074,6.03145,2025.90575,3910.50675,150.88585,3584.23745,1653.8193,7.3182,466.32195,3194.1664,31.13765,2.6783,1.56945,2.75755,31.1752,1.90985,278.76245,4.10755,13.2786,664.90785,2.2513,14.45225,3.40755,10.287,2.588,1.7235,1382.261,117.5442,1.9712,1.2305,1.2321,3.08135,10.48745,1.96255,1.7571,135.47375,178.1863,3.0002,1.21095,1.36175,3.3325,10.03435,1.8945,1.71535,22.56675,1.7285,83.39,99.20687863
26,2023-11-30 14-40-00,32.1096,16.0427,8.794,15.95395,1.46145,1.53625,2.03175,1.86835,1.43525,2949.23375,1272.97635,624.54415,13.254,1.7636,1.7301,2.12785,2.12465,1.5391,2157.416,3485.43755,3022.1235,36.2187,1.5856,1.6726,14.63755,6.5979,1.5454,458.34515,198.6357,8.528,3544.51445,17.0697,183.8279,2.2763,62.7672,5.974,2019.89325,3909.4192,149.96,3585.8689,1643.7783,7.67605,463.40155,3185.64075,30.34465,2.8361,1.48125,2.8344,30.9326,1.888,277.8061,3.96105,13.1711,662.5954,2.20785,14.82235,3.3673,10.8589,2.63755,1.74095,1379.70795,117.82555,1.89185,1.1997,1.2313,3.33255,9.9608,1.8965,1.73725,134.77065,176.6339,2.9673,1.23165,1.3113,2.96145,9.6863,1.9719,1.72085,21.9901,1.55155,82.6912,99
27,2023-11-30 14-41-00,31.51115,15.8833,8.85685,15.87865,1.49805,1.5321,2.18455,1.8914,1.47225,2956.12755,1275.00755,563.51085,13.4911,1.7465,1.7356,2.3598,2.2223,1.5707,2165.991,3486.41255,3028.2549,35.77755,1.63525,1.65205,15.77005,6.36305,1.5353,454.0574,200.8483,8.52685,3543.5551,16.9971,183.9552,2.17355,62.7553,6.30575,2026.56825,3911.18175,150.2187,3590.8846,1643.694,7.53885,463.67665,3184.547,31.15325,2.7763,1.5809,2.7493,31.094,1.8383,277.06935,3.77905,13.03905,660.4545,2.23085,14.61845,4.03175,11.12415,2.61805,1.7336,1376.5325,118.14655,1.86365,1.184,1.2774,2.90405,9.16165,2.01145,1.78305,135.4741,176.06835,3.0052,1.21285,1.2567,2.8633,9.5168,1.93605,1.72935,21.4315,1.77975,83.2866,98.99387546
28,2023-11-30 14-42-00,31.10915,15.71365,8.85495,16.01845,1.5523,1.54645,2.07225,2.0259,1.4521,3015.32325,1285.3456,568.433,13.0863,1.80505,1.7469,2.227,2.10005,1.55935,2192.8045,3483.2344,3028.4236,37.11835,1.66915,1.65005,14.93365,6.5142,1.56455,461.836,207.0204,9.02875,3557.28355,16.73295,184.35555,2.1055,64.08395,6.3088,2040.78075,3904.8442,150.528,3576.0716,1662.707,7.62325,464.63915,3190.8222,31.33225,2.77,1.39175,3.5364,32.11885,1.9227,277.4764,4.10055,13.1792,659.6983,2.3001,14.568,4.6779,11.52885,2.70085,1.7532,1373.46055,116.60205,1.7184,1.241,1.32275,4.0087,10.7995,1.93515,1.7379,134.9768,177.16465,2.80755,1.1902,1.3425,3.592,10.1035,1.96735,1.7054,21.68545,1.7278,84.6857,99.14975336
29,2023-11-30 14-43-00,31.6755,15.879,9.08435,16.097,1.51565,1.54645,2.1523,1.93095,1.45525,2998.99195,1290.6645,532.2568,12.7769,1.75705,1.74965,2.1622,2.15675,1.5746,2169.54725,3487.5501,3021.8047,35.78315,1.659,1.6863,14.72635,6.2087,1.5875,452.90435,200.7748,8.6858,3547.1114,16.6322,183.05555,2.2879,63.11255,6.0193,2032.34325,3900.48455,149.25135,3577.63735,1647.88455,7.4666,463.72975,3178.27825,30.9358,2.6449,1.52345,3.3473,31.1557,1.8763,276.65365,4.02555,13.0649,658.22945,2.21335,14.5286,3.88965,10.7152,2.60165,1.75275,1372.38555,118.0599,1.85975,1.2294,1.1649,3.12865,9.56625,1.95435,1.74215,135.7984,177.06015,2.5572,1.22775,1.2532,3.48955,9.84335,1.9473,1.7375,21.6889,1.7876,82.48845,99.40869354
30,2023-11-30 14-44-00,32.7322,16.26455,9.3319,16.30945,1.58825,1.55715,2.13245,1.99105,1.44495,3009.142,1290.80205,581.4553,13.3302,1.73905,1.7417,2.3361,2.1778,1.5661,2216.23675,3500.01935,3030.1955,37.30585,1.6414,1.6726,14.98165,6.3564,1.53555,459.92665,206.77045,8.43545,3538.54545,16.8364,184.91975,2.12895,63.484,6.2291,2039.9495,3908.21915,150.9655,3574.5716,1647.38775,7.5439,462.29685,3165.22825,30.59,2.7117,1.48875,3.3299,31.5419,1.9169,276.474,3.8148,12.62935,658.0545,2.238,14.72005,4.47315,11.4387,2.5786,1.75665,1366.9417,116.71835,2.8273,1.2578,1.2009,3.75875,10.3186,1.9849,1.75785,135.0448,176.0729,2.9391,1.2296,1.3184,3.73485,10.1335,1.9203,1.7266,21.25425,1.97075,82.2963,99.71175581
