,Timestamp,0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,50,51,52,53,54,55,56,57,58,60,61,62,63,64,65,66,67,68,70,71,72,73,74,75,76,77,78,80,81,82,83,84,85,86,87,88,Heart rate
98,2023-11-30 15-52-00,23.92495,14.4739,8.9421,16.0521,1.5859,1.6027,2.1602,1.92435,1.5309,2462.05625,1257.51355,587.7398,12.81475,1.86175,1.8109,2.38955,2.17625,1.5902,1839.59975,3458.28045,3021.5234,30.3623,1.6969,1.7356,13.4594,5.61095,1.56295,392.52435,160.3487,8.08275,3525.5481,14.1829,176.37725,2.1839,54.92825,5.2306,1805.64875,3890.87495,139.6496,3557.90225,1495.227,7.4783,427.15835,2932.1148,27.6278,2.56055,1.7602,3.6614,28.96615,1.96085,259.8329,3.656,11.5862,620.30955,2.16495,13.93515,4.0299,10.34715,2.16765,1.8411,1305.33345,111.4706,1.56845,1.218,1.69015,3.6458,10.3237,2.1474,1.87855,131.2276,169.8903,2.53215,1.32235,1.5992,3.30205,10.05535,2.08525,1.8669,19.7748,1.89495,76.8469,102.0236481
99,2023-11-30 15-53-00,24.27385,14.5677,8.75735,16.00285,1.53665,1.60045,2.15125,2.0344,1.46605,2497.0635,1262.3449,587.3212,12.91085,1.87,1.8239,2.28915,2.2277,1.59735,1864.17575,3465.32435,3025.42345,30.96105,1.7008,1.73945,13.2473,5.6669,1.55045,395.856,160.6994,8.4787,3546.16445,14.4727,176.90735,2.17235,56.2209,5.21185,1815.249,3896.70635,138.616,3575.7434,1507.1429,7.27905,426.5427,2921.414,26.34525,2.5908,1.81225,3.68595,29.8134,2.0431,259.84075,3.6458,11.1828,621.0079,2.12585,13.6332,4.0098,10.98325,2.14225,1.8481,1302.20835,111.34485,1.5269,1.24185,1.6906,3.5407,10.3112,1.97855,1.84105,130.78795,169.1546,2.44735,1.27935,1.8895,3.6356,10.1402,2.04295,1.7887,19.7072,1.6512,77.19655,101.607294
100,2023-11-30 15-54-00,24.75975,14.886,8.87135,15.89895,1.59575,1.6019,2.3934,2.00515,1.49605,2497.49475,1258.27595,577.3426,12.8388,1.81485,1.8117,2.27735,2.1278,1.6165,1828.83725,3452.0209,3009.15745,30.15205,1.65835,1.74575,13.13045,5.3571,1.58415,359.5687,157.6509,8.5462,3534.3046,13.38355,165.4465,2.2512,52.4872,5.1766,1818.0247,3845.53605,137.27765,3539.0861,1476.6639,7.2873,428.55685,2928.03305,26.5238,2.5806,2.0716,3.62825,29.17855,1.93805,257.76795,3.6352,11.5258,619.4095,2.18835,14.24185,4.13285,10.9339,2.0509,1.84725,1303.6617,111.9861,1.58295,1.2042,1.57265,3.54415,10.17765,1.907,1.8212,132.59705,169.63055,2.44305,1.30935,1.6301,3.43885,9.72635,1.8677,1.7762,19.3619,1.82305,76.76055,101.2606266
101,2023-11-30 15-55-00,25.5868,14.83175,8.45915,16.11565,1.5904,1.60435,2.20785,1.9525,1.5179,2558.89675,1255.2822,575.4488,13.1888,1.8204,1.8141,2.3052,2.19765,1.55625,1901.02675,3455.29895,3003.57915,30.8689,1.73565,1.7512,13.45545,5.61105,1.56405,411.8815,168.3458,8.3713,3518.11045,14.42695,176.59295,2.2623,55.88145,4.97985,1809.08625,3878.70565,139.237,3563.3869,1499.57695,6.96075,432.31785,2938.00875,27.46145,2.538,1.92545,3.45435,30.0177,1.7857,259.78295,3.59575,11.3207,621.4158,2.1661,14.3063,3.93795,11.15535,2.23165,1.79115,1305.15535,110.6433,1.57005,1.24615,1.33045,3.48175,10.2937,2.0556,1.8687,132.19895,169.8477,2.48965,1.2697,1.48765,3.30175,10.24415,1.99265,1.8176,19.99835,1.7887,76.62305,101
102,2023-11-30 15-56-00,26.023,14.77855,8.5683,15.936,1.5508,1.61485,2.252,1.98805,1.5246,2617.12375,1252.38845,561.2047,12.73795,1.7958,1.8325,2.3543,2.1176,1.61285,1944.45905,3479.28115,3018.6639,31.12595,1.71065,1.7477,13.47735,5.6915,1.52575,408.6907,170.8513,8.1619,3530.11715,14.34495,176.9941,2.2078,56.43835,5.6444,1829.61225,3894.69995,140.934,3575.5279,1504.4614,7.4236,433.953,2945.665,27.4746,2.6035,1.91255,3.76655,29.8165,2.0833,259.9556,3.5172,11.5761,623.46905,2.27385,14.08365,4.07625,11.7492,2.269,1.8232,1304.17095,111.28315,1.62265,1.2551,1.62505,3.6633,10.30845,2.08595,1.8816,131.8607,170.1623,2.50205,1.2692,1.604,3.4396,9.64635,2.05795,1.8277,19.5939,1.97665,76.6473,100.8452894
103,2023-11-30 15-57-00,26.0746,14.79105,8.6163,15.7883,1.6016,1.6215,2.10165,1.9552,1.5067,2561.028,1265.8138,578.799,12.7711,1.8371,1.81335,2.41925,2.13675,1.6184,1926.57775,3476.03715,3017.77315,31.53225,1.7321,1.74225,13.57575,5.61295,1.534,408.63755,167.7184,8.2694,3544.86115,14.78125,177.02805,2.07235,56.8752,5.5252,1810.9425,3895.5157,141.1698,3578.9498,1503.66445,7.6155,438.6977,2946.95875,27.236,2.5649,2.10975,3.9521,29.50875,1.9566,260.30015,3.62475,11.3909,627.49265,2.26605,14.1379,3.8021,10.61785,2.3299,1.82505,1301.33665,111.67525,1.53755,1.2958,1.77905,3.26655,9.88735,2.09545,1.8609,132.24935,169.68675,2.54965,1.32895,1.90835,3.2954,10.16115,2.1521,1.84255,19.372,1.90595,76.7246,100.8304539
104,2023-11-30 15-58-00,26.28545,14.7832,8.8756,15.84735,1.625,1.6267,2.2446,1.9755,1.47145,2587.579,1262.21375,589.0836,13.09765,1.827,1.8305,2.1865,2.0931,1.5985,1960.69125,3477.98725,3017.82955,31.6803,1.7246,1.7273,13.53725,5.71775,1.5618,405.68105,170.4755,8.1713,3534.5014,14.34525,176.95265,2.17205,57.04,5.5119,1823.3685,3904.6097,143.0029,3592.60965,1505.18345,7.5654,438.58835,2946.45875,27.20135,2.54965,2.10485,2.87545,28.2242,1.94735,259.89785,3.72625,11.35575,628.1613,2.23795,14.3621,3.85475,10.0871,2.33845,1.8489,1301.4866,111.2628,1.5688,1.261,1.85545,3.56225,10.37145,2.11105,1.88875,132.00055,169.85915,2.69935,1.27385,1.68875,3.391,9.7543,2.0485,1.8484,19.34605,1.87,76.6239,100.9929737
105,2023-11-30 15-59-00,26.7457,14.8009,8.9324,15.6988,1.5821,1.63045,2.2204,1.98805,1.45325,2592.84775,1249.83825,549.30755,12.4628,1.85945,1.821,2.2606,2.02195,1.6067,1962.9475,3481.26865,3035.4926,32.3987,1.6778,1.74965,13.4836,5.815,1.6059,417.0315,173.724,7.94075,3548.3113,15.24335,179.7317,2.209,58.2276,5.61925,1826.9435,3906.46605,142.04175,3586.0844,1511.80235,7.83065,438.23995,2952.465,27.7485,2.6059,2.00815,3.77545,28.86305,1.979,260.09,3.72825,11.39875,627.9862,2.17785,14.28405,3.94585,10.47215,2.37395,1.74525,1299.671,110.25795,1.5255,1.2515,1.75905,3.54345,10.6464,2.1082,1.8626,131.90405,169.072,2.493,1.27455,2.1334,3.5989,10.44715,2.016,1.8082,19.23735,1.7941,76.9813,101.370329
106,2023-11-30 16-00-00,25.63795,14.4274,8.2452,15.76575,1.6125,1.63205,2.26485,2.03285,1.4926,2470.05635,1255.18215,527.6412,12.65545,1.8375,1.8219,2.33905,2.18525,1.63125,1914.8834,3474.0216,3041.97095,31.2072,1.7125,1.7489,13.6458,5.65285,1.5668,406.76535,168.14035,8.3268,3543.00485,14.41995,177.56985,2.2994,56.9493,5.6006,1825.37475,3909.36295,140.9802,3585.69995,1500.15825,7.34315,435.70315,2944.29,27.45075,2.69585,2.2098,3.84495,30.2564,2.0075,260.60795,3.6731,11.51165,628.62685,2.31845,14.14175,4.1266,11.44945,2.10245,1.86835,1300.31165,110.26975,1.4856,1.2938,1.70825,3.43095,10.06985,1.9545,1.78315,131.499,169.9766,2.556,1.2929,1.8294,3.81735,10.31985,2.10355,1.8332,19.51195,1.76175,77.0805,102
107,2023-11-30 16-01-00,26.18145,14.695,8.1874,15.6348,1.6028,1.6379,2.304,2.00405,1.4653,2552.15925,1252.4383,638.23525,13.17355,1.8214,1.8254,2.2173,2.20435,1.58525,1968.99125,3479.2342,3015.07315,31.9064,1.6828,1.75315,13.37395,5.65365,1.56055,412.96275,171.90615,8.43475,3542.2174,15.27395,180.78485,2.22895,57.2986,5.79935,1835.8185,3897.83145,142.56685,3575.0123,1511.5212,7.8431,437.0775,2949.78375,27.3328,2.6274,1.93595,3.7626,30.27045,1.9145,260.95885,3.74155,11.61755,627.11915,2.19575,14.3547,4.33375,11.2554,2.2767,1.8079,1300.25845,110.89165,1.64645,1.3184,1.42505,3.4221,10.32605,2.00985,1.82925,131.5282,170.2364,2.5973,1.30855,1.6938,3.26095,10.207,2.02665,1.85695,19.45215,1.70705,77.2711,102.8935077
108,2023-11-30 16-02-00,25.74795,14.5906,8.4182,15.44185,1.59575,1.61725,2.2001,1.9782,1.45165,2496.8885,1242.4879,561.05475,12.8059,1.82045,1.81175,2.2417,2.1571,1.62865,1929.609,3478.0811,3020.1171,31.7913,1.6891,1.7331,13.40435,5.5973,1.49805,415.9878,172.39515,8.21505,3538.7985,15.0157,179.29645,2.1802,57.79585,5.4193,1822.17475,3894.3156,141.57305,3575.6403,1507.068,7.6283,434.83435,2946.6025,27.25635,2.47715,1.7375,3.64305,30.0009,1.99455,260.59545,3.69825,11.50035,626.84725,2.16685,13.98595,4.02085,11.27575,2.3445,1.8632,1299.2367,110.7603,1.4805,1.28005,1.62305,3.24065,9.86295,2.0259,1.79815,131.03685,170.0212,2.46765,1.3016,1.5776,3.19965,10.11125,2.0704,1.80325,19.25925,1.75365,77.00035,103.9585364
109,2023-11-30 16-03-00,34.16975,16.3852,8.67685,15.7849,1.59375,1.6113,2.1744,2.04185,1.4683,2798.25395,1255.0509,544.16345,12.6925,1.87065,1.8203,2.3732,2.2384,1.62735,2075.16305,3474.24025,3012.78575,34.04015,1.72805,1.748,13.99385,5.7471,1.55155,438.9726,182.95945,8.39465,3550.51445,15.718,182.3735,2.33525,59.4378,5.5752,1861.56325,3902.21925,142.3839,3587.90325,1523.3056,7.3869,442.27605,2959.62775,27.54485,2.57355,1.9953,3.40675,30.17435,1.8899,260.79,3.6002,11.47415,627.6722,2.30005,14.17115,4.0286,10.882,2.45125,1.7684,1308.5182,111.3707,1.44425,1.29415,1.5055,3.41775,10.1973,2.0235,1.82625,132.67275,171.13565,2.37785,1.26795,1.5183,3.2302,9.68695,2.02975,1.84335,19.6053,1.91455,76.65,105.0768112
110,2023-11-30 16-04-00,28.3868,15.51105,8.5768,15.7865,1.5965,1.60235,2.26885,2.0544,1.46495,2632.5054,1261.6637,578.1645,12.5313,1.8177,1.80085,2.28685,2.17855,1.62425,2006.261,3461.9462,2997.64455,32.42765,1.66985,1.7801,13.3251,5.6321,1.56985,415.39715,174.7312,8.5659,3511.75715,15.19895,178.3155,2.33175,57.8088,5.50415,1846.4187,3876.36175,142.62395,3562.693,1507.3117,7.3584,437.03905,2956.82125,27.2298,2.5451,1.8614,3.3875,29.8341,1.92235,260.12745,3.4134,11.54625,625.5785,2.1898,13.97415,4.23145,11.2014,2.1974,1.8051,1305.0741,110.1634,1.55315,1.3055,1.46635,3.56485,10.0534,1.73755,1.82765,131.6736,170.2122,2.54395,1.31595,1.4523,3.61445,9.94285,1.97305,1.79505,19.63845,2.0181,76.39685,106.1300574
111,2023-11-30 16-05-00,27.0899,15.2814,8.69045,15.7348,1.5696,1.59305,2.3989,1.9825,1.46185,2595.53525,1262.24495,586.9368,12.4891,1.8336,1.80585,2.21285,2.11145,1.64335,1967.42875,3464.7148,3008.74495,32.4772,1.7219,1.74305,13.2609,5.53295,1.5736,414.8628,173.5038,8.4862,3538.61725,14.57885,180.1079,2.1435,58.45685,5.4064,1826.21225,3891.7,140.82695,3580.16865,1512.71195,7.1667,434.63275,2949.84,26.8777,2.63685,1.8063,3.5411,29.61075,1.9571,260.1892,3.64895,11.4264,624.6552,2.1423,14.1106,3.824,11.0456,2.13715,1.8039,1302.0241,110.53235,1.47075,1.2844,1.4409,3.3891,9.91825,2.0301,1.80715,130.7904,170.05405,2.46875,1.27275,1.63595,3.3318,9.91895,2.065,1.77435,19.5667,1.9051,76.5219,107
112,2023-11-30 16-06-00,27.4329,15.1638,8.8238,15.6072,1.56805,1.6078,2.2598,2.03525,1.4849,2567.61575,1237.4754,543.90405,12.9769,1.8348,1.8203,2.1953,2.18365,1.6187,1969.96,3463.75255,3024.6641,31.9349,1.7265,1.7419,13.31125,5.43965,1.58125,408.4718,170.9958,8.37565,3525.02315,14.30635,176.95855,2.37705,56.74605,5.15885,1834.856,3884.7529,141.5411,3564.68055,1504.03955,7.8232,438.11495,2959.00295,27.08365,2.6227,2.0321,3.3384,29.9927,1.9917,260.57295,3.59865,11.3371,621.972,2.20175,14.01955,4.21455,10.72185,2.0801,1.79495,1301.9585,110.2245,1.4523,1.3832,1.5212,3.31805,9.89915,1.99225,1.79735,131.5447,169.79195,2.42045,1.2598,1.3978,3.48805,9.96245,1.93985,1.8265,19.10865,1.8075,76.86475,107.5966799
113,2023-11-30 16-07-00,26.0486,14.68295,8.7624,16.3392,1.57735,1.62315,2.40435,1.9059,1.48515,2538.0213,1254.87585,575.40505,12.737,1.76805,1.7879,2.31175,2.1911,1.64615,1932.94025,3471.0309,3009.74815,31.3178,1.7008,1.7496,13.0536,5.5904,1.53755,399.0091,165.9872,8.696,3523.68555,13.9171,175.8398,2.211,56.66425,5.3485,1816.812,3891.11865,140.76915,3574.309,1493.7739,7.04945,435.7382,2954.0275,27.7251,2.6412,1.91285,3.1821,29.58215,1.91305,260.40945,3.513,11.44835,622.4971,2.2466,13.90545,4.06355,10.82875,2.0265,1.77535,1302.57405,110.1932,1.61795,1.21205,1.45605,3.1275,10.3077,2.00865,1.8379,131.51655,168.8826,2.1305,1.2818,1.5703,3.3231,9.9828,2.0195,1.7992,19.60025,1.80275,76.907,107.9434006
114,2023-11-30 16-08-00,26.48165,14.86525,8.4917,16.004,1.5927,1.6038,2.17705,1.9531,1.4933,2545.25925,1246.2943,529.4943,12.7411,1.87025,1.8082,2.2502,2.1562,1.61185,1958.5975,3460.82735,3026.6329,31.82135,1.6965,1.74365,13.3254,5.74,1.5701,404.68405,170.427,8.31435,3524.2543,14.81485,177.60695,2.08515,57.9509,5.27605,1833.7185,3891.1656,141.02625,3566.77125,1501.002,7.4097,436.904,2955.1025,27.1036,2.6013,1.85255,3.47825,29.56535,1.94845,260.64145,3.44385,11.3328,622.8112,2.2441,14.43275,4.0715,10.9143,2.20645,1.84135,1300.71475,109.8925,1.44195,1.28215,1.4367,3.46455,10.13745,2.09275,1.75745,131.5032,170.03885,2.3215,1.23475,1.5958,3.64035,9.5933,2.054,1.7535,19.7041,1.87475,75.99245,108.0917813
115,2023-11-30 16-09-00,28.79745,15.42275,8.63885,15.88015,1.58805,1.59095,2.11565,2.03205,1.49075,2642.381,1261.96995,576.8457,12.75035,1.7891,1.82115,2.25515,2.19655,1.6406,2011.9115,3472.63395,3006.1666,32.3444,1.71015,1.74615,13.3144,5.6677,1.55935,408.7561,173.43895,8.5202,3538.02675,14.50405,178.4686,2.2789,57.701,5.33775,1839.031,3893.8751,141.48635,3571.3653,1505.59575,7.22245,434.80315,2950.43375,26.7633,2.5278,1.9138,3.22,29.70805,1.98055,261.17125,3.6354,11.6191,622.0986,2.2122,14.37,3.92815,10.7554,2.03875,1.82,1301.6741,110.0605,1.4563,1.2641,1.55665,3.5789,10.1957,1.9501,1.86345,131.0489,169.7009,2.41265,1.2926,1.6742,3.406,10.25465,2.02665,1.80785,19.71825,1.89695,76.30115,108.0934414
116,2023-11-30 16-10-00,27.72385,15.2786,8.7777,16.07355,1.5621,1.6204,2.38175,2.0326,1.4891,2667.26925,1274.41395,590.7242,12.9429,1.81995,1.78405,2.50085,2.20515,1.6056,2002.211,3473.19955,3014.5296,32.2057,1.734,1.7429,13.3176,5.4225,1.5442,410.1564,175.2115,8.23505,3543.66115,14.7719,178.49875,2.1708,57.9924,5.31145,1835.66225,3892.06555,140.83005,3576.44655,1502.65195,7.2655,434.23035,2945.09625,26.9845,2.5412,1.78045,3.3583,29.76105,2.0079,261.71585,3.5227,11.411,624.01135,2.2806,14.25795,3.9564,11.155,1.93095,1.8407,1299.1898,109.3744,1.46655,1.23875,1.554,3.56725,10.0269,2.08995,1.85275,131.60515,168.31685,2.35635,1.24925,1.4993,3.5876,9.69635,1.8965,1.8309,19.2917,1.8867,76.4677,108
117,2023-11-30 16-11-00,27.8001,15.1154,8.68115,15.57205,1.59685,1.61125,2.3635,1.97395,1.49645,2615.3175,1266.70765,580.76775,12.90905,1.8536,1.8035,2.35045,2.15425,1.6036,1974.8851,3463.09925,3008.17315,32.2807,1.6852,1.75715,13.18465,5.39515,1.55625,409.1625,172.4921,8.3742,3532.85145,14.4458,177.12575,2.2571,57.68815,5.40725,1824.3685,3886.57175,141.0598,3570.69005,1500.2051,7.22445,437.11965,2957.315,27.47895,2.6735,1.686,3.68255,29.7327,2.0874,259.7158,3.6677,11.3054,623.1503,2.2337,13.9731,4.0607,11.21475,1.9836,1.80275,1300.85225,109.03375,1.4953,1.3164,1.6282,3.3997,10.1027,2.0762,1.8352,130.5192,169.4865,1.8274,1.3372,1.61015,3.55485,9.89285,1.9731,1.8325,19.4732,2.26265,72.32725,107.8717729
118,2023-11-30 16-12-00,27.6723,14.70475,8.7031,15.77825,1.6281,1.60895,2.25405,2.04545,1.4895,2636.18705,1266.93255,578.8207,12.6966,1.78755,1.7942,2.2693,2.17145,1.6232,1995.6235,3466.84325,3004.5822,32.7201,1.66755,1.74265,13.41565,5.55215,1.56095,403.80595,175.90375,8.4904,3532.911,14.5915,179.0448,2.16095,59.03195,5.6227,1845.856,3885.6623,141.7589,3565.1774,1507.64925,7.0318,435.63435,2957.8776,28.0177,2.62005,1.91765,3.4701,29.4174,1.94315,261.45235,3.44475,11.59025,622.83625,2.17355,13.9861,4.049,10.9667,2.01725,1.8125,1300.92725,109.28685,1.411,1.26015,1.67425,3.3446,10.11075,2.08335,1.8317,131.1075,169.54665,2.4994,1.3141,1.6168,3.42745,9.93615,2.06245,1.8387,19.37235,1.7989,76.882,107.8038614
119,2023-11-30 16-13-00,28.1462,15.3606,8.5333,15.95985,1.577,1.6094,2.2254,2.07695,1.48905,2630.2239,1248.00075,547.2199,12.6054,1.786,1.81075,2.24545,2.11575,1.61875,1989.036,3476.4872,3017.70775,32.67595,1.689,1.73175,13.21945,5.57755,1.5928,403.15905,176.73815,8.3702,3530.8983,14.31675,178.27145,2.16295,58.57435,5.26305,1842.17475,3888.24985,141.2769,3566.62115,1512.81495,7.0795,434.85935,2962.52825,27.4411,2.63245,1.81475,3.75325,30.51915,1.9927,261.35325,3.8169,11.41765,624.28315,2.2818,14.25745,3.9408,11.1285,1.94035,1.83595,1299.1023,108.84465,1.5105,1.23365,1.6336,3.42185,10.1772,2.12595,1.85435,130.33915,168.7872,2.30255,1.3207,1.51345,3.4739,9.74205,2.13085,1.81015,19.2728,1.91325,75.8747,107.9000635
120,2023-11-30 16-14-00,28.33865,15.1254,8.57165,16.18375,1.5544,1.5895,2.2294,1.9903,1.47585,2637.09335,1267.95765,527.2191,12.60275,1.80855,1.80865,2.4005,2.1185,1.6629,2003.16725,3473.6309,3027.3173,32.9405,1.73045,1.739,13.27505,5.57355,1.57665,402.5466,175.77805,8.42415,3531.18285,13.99685,177.1897,2.1946,58.19955,5.5084,1846.22485,3894.40935,142.54965,3567.4557,1514.54945,7.18695,435.78675,2962.9908,27.91885,2.6087,2.0645,3.6271,30.27505,1.9825,262.3985,3.4732,11.61955,624.84725,2.2656,13.7204,4.01065,10.7049,2.0271,1.8661,1296.98655,108.6869,1.51955,1.3439,1.58675,3.5852,10.07025,1.9336,1.81485,130.42045,169.02195,2.3282,1.2981,1.65935,3.6168,9.587,1.9964,1.8188,19.4806,2.02385,75.7831,108.2641771
121,2023-11-30 16-15-00,33.17795,16.71375,8.57325,15.76455,1.5814,1.6141,2.16645,2.0184,1.4516,2834.0866,1282.67655,591.8494,12.80155,1.82355,1.8255,2.272,2.17905,1.59885,2108.4766,3481.3656,3025.41425,35.0765,1.7261,1.73905,14.1399,5.8935,1.54105,434.01315,188.58705,8.71825,3538.64545,16.0954,181.33095,2.0675,60.67225,6.1049,1873.88825,3897.4375,143.0357,3575.9498,1528.43425,7.3912,442.34945,2975.3285,28.4364,2.74455,1.6509,3.3794,30.77515,1.92505,262.39865,3.5053,11.9246,625.69565,2.2387,14.4891,3.88795,11.1374,2.2462,1.7836,1299.64595,109.5509,1.6472,1.31615,1.6048,3.21115,10.1402,2.01535,1.8365,131.58125,170.48265,2.0563,1.27965,1.4969,3.39025,9.99955,2.07465,1.80745,19.3658,1.83095,75.8672,109
122,2023-11-30 16-16-00,30.7353,15.4775,8.66,15.85435,1.57935,1.5974,2.3321,2.0183,1.4778,2733.08305,1269.90125,638.71025,12.6793,1.8246,1.82545,2.30985,2.1826,1.61555,2075.81925,3476.9279,3009.3169,33.95885,1.69045,1.7504,13.62375,5.6514,1.5802,412.1909,182.1657,8.23255,3549.56765,14.9114,178.69835,2.2329,59.38695,6.0259,1880.74455,3896.6594,143.54965,3583.3937,1527.0184,7.65565,438.56655,2941.67125,26.85165,2.6939,1.81415,3.42575,30.1924,2.0184,263.66975,3.5481,11.66325,628.38005,2.2642,14.4067,3.8782,11.0754,2.10205,1.83055,1303.85855,110.1323,1.44295,1.3004,1.57975,3.5727,9.98,2.0671,1.86515,130.69,169.8802,2.42825,1.3219,1.8563,3.16065,10.1608,2.02325,1.8116,19.4241,1.8387,76.9363,110.1402287
123,2023-11-30 16-17-00,32.174,15.9692,8.6057,16.06375,1.577,1.6066,2.1915,1.9504,1.4258,2696.26355,1268.0074,565.983,12.63975,1.8047,1.81415,2.40435,2.21955,1.60355,2066.0005,3481.27805,3012.90755,34.1069,1.6607,1.7429,13.83555,6.0713,1.58015,399.14655,174.62865,8.3249,3533.52015,13.9512,178.7484,2.28685,58.70615,5.87085,1860.132,3898.3096,145.44655,3581.06865,1516.77135,7.14285,434.4492,2958.2401,27.5052,2.6989,1.89915,3.3965,30.33715,1.9192,263.1362,3.72355,11.59305,623.966,2.279,14.3091,3.8911,11.00575,2.00275,1.7753,1299.1648,109.42215,1.5211,1.36185,1.6927,3.2523,9.93985,2.0891,1.8199,129.84255,168.95085,2.2773,1.34685,1.6367,3.7552,9.97835,2.05755,1.82815,19.41665,1.75435,77.0504,111.4331539
124,2023-11-30 16-18-00,31.02115,15.65915,8.70175,15.8028,1.5789,1.60745,2.45235,1.93255,1.46455,2674.40075,1279.72655,580.67405,12.78275,1.76365,1.7864,2.41185,2.17355,1.6137,1987.911,3474.87165,3017.8015,32.9459,1.69495,1.7465,13.55615,5.745,1.5703,381.7023,168.27545,8.28075,3545.6956,13.75595,174.94475,2.1798,57.97245,5.5536,1817.26815,3897.81255,141.45585,3581.2843,1502.1645,7.21075,424.70045,2929.69555,27.8751,2.697,1.67935,3.36025,30.32825,2.0044,264.07845,3.6505,11.44335,621.31115,2.37265,13.8254,3.86095,11.1543,2.08605,1.81765,1293.48945,108.16035,1.45115,1.33595,1.47495,3.30945,10.00665,1.89345,1.76365,129.3777,168.6685,2.50205,1.31445,1.6379,3.16965,10.0327,1.91765,1.81725,19.78775,1.852,76.85695,112.5559647
125,2023-11-30 16-19-00,29.79075,15.61375,8.60945,15.8818,1.5661,1.5945,2.36455,1.9246,1.46445,2736.4646,1273.6451,529.6286,12.70545,1.8523,1.82895,2.2305,2.2648,1.60775,1984.46725,3469.04325,3025.3485,32.204,1.629,1.7403,13.3899,5.5204,1.5344,391.6398,168.28085,8.1374,3522.5636,13.6464,172.61395,2.29235,56.58805,5.26115,1830.19975,3884.56535,138.548,3563.3961,1502.98945,6.9295,430.3968,2945.215,27.57195,2.5357,1.9887,3.0649,29.40675,1.96715,260.76895,3.44505,11.35345,621.2017,2.27245,13.74065,3.87165,10.5625,1.92715,1.8223,1301.60855,107.75095,1.42575,1.295,1.60235,3.2872,10.07845,2.01025,1.8101,130.85665,168.60715,2.5356,1.37425,1.7231,3.4504,10.16285,2.0649,1.7945,19.48075,1.88525,75.87505,113.1858503
126,2023-11-30 16-20-00,26.56565,14.92505,8.6924,16.011,1.54385,1.6017,2.3536,2.0821,1.4992,2582.0165,1256.25725,528.0723,12.7181,1.8449,1.80985,2.38305,2.10795,1.57855,1906.8705,3467.5275,3035.04275,30.8123,1.68485,1.71995,13.32505,5.544,1.53955,381.0087,159.6276,8.0826,3524.49485,14.02335,173.5166,2.2086,56.1408,4.9086,1799.63,3885.64365,136.67605,3567.2493,1486.5734,6.9823,428.481,2935.48375,27.23245,2.6548,1.952,3.31175,29.8856,1.807,260.77195,3.6587,11.7015,623.0659,2.1579,13.69255,4.3036,10.9906,1.9153,1.8403,1298.15845,108.0743,1.47785,1.32705,1.57855,3.2004,10.04485,1.92355,1.8371,130.19115,168.13125,2.30945,1.36435,1.73755,3.59775,10.14945,1.88485,1.8351,19.8174,1.7609,75.8223,113
127,2023-11-30 16-21-00,26.5441,14.9094,8.8616,16.1563,1.60705,1.61685,2.3974,1.98285,1.51185,2519.7395,1259.551,589.993,12.7394,1.8079,1.836,2.2357,2.2774,1.5828,1902.40175,3464.76195,3016.81705,31.0353,1.6957,1.7649,13.4549,5.469,1.5785,385.55555,162.05265,8.3264,3532.03585,13.54925,175.15345,2.20505,56.7506,5.2746,1798.355,3898.9283,138.069,3581.65925,1488.2421,7.0182,429.16465,2939.88375,27.5543,2.55825,2.04115,3.51455,29.5903,1.904,261.81725,3.6243,11.81635,623.0362,2.22555,14.23135,3.8888,11.29685,2.05565,1.8711,1296.11165,108.2025,1.54805,1.33445,1.6883,3.2407,9.8491,1.9985,1.85505,129.4468,167.9157,2.3246,1.2376,1.83585,3.42395,10.099,2.0136,1.8262,19.54005,1.92305,75.7835,111.8233123
128,2023-11-30 16-22-00,26.3797,14.79915,8.7702,15.91025,1.61215,1.6126,2.2501,1.9055,1.51565,2503.2014,1256.0259,527.7754,13.0026,1.8696,1.7996,2.30795,2.19965,1.64275,1907.98925,3469.87765,3031.1707,31.29225,1.69655,1.72025,13.1539,5.4689,1.5711,383.90865,163.5683,8.0233,3534.0234,13.5028,175.43425,2.3615,57.4322,5.24785,1797.98,3899.8095,139.58785,3584.58435,1490.5206,7.0475,429.649,2936.015,27.4762,2.66615,2.15635,3.0846,30.1731,1.9977,262.36195,3.52875,11.559,622.99875,2.2622,14.36215,3.9178,11.12495,1.8868,1.83545,1295.34595,108.48925,1.48165,1.302,1.76295,3.40605,10.1671,2.03375,1.83405,130.69065,168.06715,2.3287,1.2816,1.80425,3.3803,10.05545,1.9556,1.804,19.9126,1.85165,75.739,110.0715231
